1201,PEN
1208,OXA
1606,FOX
1216,AMP
1266,PIPC
1281,SBT/ABPC
1271,CVA/AMPC
1282,TAZ/PIPC
1537,CEZ
1601,CMZ
1636,CTX
1661,CAZ
1656,CRO
1681,FEP
1101,AZT
1411,MEM
1401,IPM
2726,J01EE
1901,EM
1911,CAM
1941,AZM
2006,CLDM
2121,MNO
2301,VCM
2306,TEIC
2616,LZD
2331,DAP
2101,J01AA
1821,GEN
1816,AMK
2516,LVX
2521,CIP
2601,FOM
